Author_Name,Author_Image,Author_SocialMedia,Author_link
Nick Triggle,https://ichef.bbci.co.uk/news/64/cpsprodpb/141F0/production/_112961428_nicktriggle.jpg,https://www.twitter.com/nicktriggle,/news/correspondents/nicktriggle
